first_name	last_name	gender	dob	state	phone	zip	age	cost
Ashleigh	Sourdough	F	6/18/1943	CA	1215288251	52827	78	cost
Alex	Do	M	5/21/1970	VT	2542375734	69460	51	cost
Carman	Do	F	7/11/1998	IA	5211674741	77124	23	cost
Todd	Do	M	10/21/1915	IA	3406917584	11062	105	cost
Asheley	Do	F	1/17/1960	TX	3966657321	33755	61	cost
Todd	Fryer	M	11/3/1971	IA	8051135106	60351	49	cost
Alex	Dough	F	10/20/1998	CA	6422253064	7935	22	cost
Carman	Crisp	F	4/12/1922	VT	6114211331	3194	99	cost
Alex	Fryer	M	5/27/1985	VT	3081286586	83011	36	cost
Alex	Doe	M	12/6/1930	VT	7318006455	8747	90	cost
Thomas	Crisp	M	5/18/1977	VT	5384792646	63132	44	cost
John	Do	M	9/15/2010	VT	7921141819	33217	10	cost
John	Fryer	M	5/16/1927	VT	7125276797	69810	94	cost
John	Fryer	M	6/14/1971	IA	8201484768	62726	50	cost
Asheley	Doughnut	F	11/15/1953	VT	8751366168	22109	67	cost
Alex	Curler	F	6/4/2024	VT	3835405788	90226	-3	cost
Carman	Do	F	8/31/1941	IA	6074942420	49361	79	cost
Lisa	Doe	F	9/21/1951	TX	16965515771	87517	69	cost
Ben	Fryer	M	3/27/1986	VT	8508826715	12615	35	cost
Ashleigh	Dough	F	10/15/1985	TX	5415732533	98036	35	cost
Ashleigh	Curler	F	8/6/1917	IA	14207024926	37297	103	cost
Ashleigh	Do	F	12/24/2018	TX	2381051008	77394	2	cost
Ben	Do	M	5/30/1926	IA	8843387896	57581	95	cost
Asheley	Crisp	F	3/31/1986	IA	4128197832	42264	35	cost
Alex	Sourdough	F	10/20/1949	CA	6124188344	60863	71	cost
Todd	Doughnut	M	5/26/2006	VT	1303436483	88679	15	cost
John	Fryer	M	1/20/1955	CA	5968528587	26560	66	cost
Alex	Do	F	11/24/1924	VT	7267704071	53474	96	cost
Todd	Dough	M	3/13/1937	VT	2052725492	49774	84	cost
Alex	Doe	M	1/11/2026	TX	13732383128	42889	-5	cost
Alex	Dough	F	1/11/1970	VT	6782253129	80422	51	cost
Ashleigh	Fryer	F	4/1/1931	VT	2724187453	25817	90	cost
Thomas	Curler	M	2/22/1945	IA	8041667063	11553	76	cost
Thomas	Doughnut	M	11/4/1969	IA	7784592604	6720	51	cost
Lisa	Doughnut	F	8/14/2004	VT	8264248186	72340	16	cost
Ashleigh	Doe	F	5/17/1922	TX	1627536820	1728	99	cost
Carman	Curler	F	1/22/1975	CA	7532976436	63332	46	cost
Thomas	Curler	M	8/27/1943	TX	3555488187	54847	77	cost
Ashleigh	Crisp	F	9/3/1973	VT	2586874990	78085	47	cost
Asheley	Sourdough	F	10/11/2019	IA	2617543992	19302	1	cost
Lisa	Do	F	5/5/2028	IA	1196842264	60455	-7	cost
Alex	Do	M	11/6/1978	CA	6471128029	44501	42	cost
Alex	Dough	F	8/2/1980	TX	3295697025	31853	40	cost
Thomas	Dough	M	2/21/2025	VT	6402777695	44527	-4	cost
Thomas	Fryer	M	2/5/1974	VT	7164648252	31004	47	cost
Asheley	Doughnut	F	8/10/1979	VT	6882311183	75503	41	cost
Lisa	Curler	F	11/26/1931	VT	18902867257	73231	89	cost
Ashleigh	Fryer	F	5/13/1961	CA	12718657954	72006	60	cost
Thomas	Dough	M	9/17/1932	IA	1741291088	28703	88	cost
Ashleigh	Crisp	F	11/29/1948	VT	1263727964	57633	72	cost
Lisa	Dough	F	6/22/2011	CA	8293538319	99955	10	cost
Alex	Dough	F	9/3/1970	TX	6907205230	75061	50	cost
Carman	Doughnut	F	8/17/1935	IA	2703896366	80143	85	cost
Ashleigh	Crisp	F	8/27/2005	CA	1405708529	90812	15	cost
Carman	Doughnut	F	3/18/2010	CA	4571004220	72924	11	cost
Carman	Doe	F	11/22/1966	TX	12003563921	67714	54	cost
Lisa	Doughnut	F	8/26/1963	VT	7727565951	21512	57	cost
Todd	Doe	M	7/30/1926	CA	2612382598	63871	94	cost
Ben	Doughnut	M	1/22/1995	TX	2696747816	8573	26	cost
John	Crisp	M	5/14/2002	CA	3388538239	60543	19	cost
Lisa	Do	F	7/29/1963	TX	7204408101	7894	57	cost
Alex	Doughnut	M	8/24/2027	IA	4764788676	68449	-7	cost
Thomas	Crisp	M	3/10/1996	TX	2243818286	30454	25	cost
John	Curler	M	5/27/1989	TX	3566217494	63971	32	cost
Alex	Do	M	8/11/1981	VT	1315665558	79679	39	cost
Lisa	Sourdough	F	3/21/2008	TX	5391412915	75334	13	cost
Carman	Doe	F	6/6/1994	VT	3562633583	71876	27	cost
John	Curler	M	8/24/1937	TX	6381867804	21030	83	cost
Alex	Dough	M	3/18/2020	TX	1344945127	97263	1	cost
Asheley	Curler	F	9/11/1966	TX	14121627122	2378	54	cost
Lisa	Fryer	F	7/27/1968	TX	8451888344	71081	52	cost
Alex	Dough	F	11/4/1942	VT	5744587144	44392	78	cost
Asheley	Dough	F	4/6/2000	VT	4536281899	6423	21	cost
Jim	Doughnut	M	10/22/1926	CA	6077131181	77888	94	cost
Carman	Curler	F	5/22/1966	TX	18018303632	29608	55	cost
Ben	Curler	M	3/17/1936	VT	17912132378	69565	85	cost
Lisa	Curler	F	9/27/1922	TX	7096863846	85846	98	cost
Jim	Crisp	M	11/25/1965	VT	18363342840	48997	55	cost
Thomas	Fryer	M	6/28/1914	TX	4624728670	40702	107	cost
Ashleigh	Crisp	F	8/4/1952	TX	18397067514	72561	68	cost
Thomas	Do	M	11/3/2027	IA	3213722887	22231	-7	cost
Lisa	Fryer	F	12/8/1944	IA	3655214985	63293	76	cost
Alex	Do	F	8/21/1950	TX	3517501937	24993	70	cost
John	Sourdough	M	5/7/1964	VT	14124187047	62220	57	cost
Ben	Dough	M	9/18/1980	VT	6901366507	31609	40	cost
Lisa	Doughnut	F	5/31/1970	IA	15276145350	49094	51	cost
Ashleigh	Fryer	F	12/21/1978	VT	1148616157	22082	42	cost
Lisa	Crisp	F	1/10/1921	VT	6055881909	46805	100	cost
Carman	Crisp	F	11/23/1988	CA	16296496733	48687	32	cost
Ashleigh	Do	F	8/17/1976	IA	11861004122	37015	44	cost
Jim	Doughnut	M	11/26/1989	CA	6122963473	84245	31	cost
Jim	Curler	M	3/7/1951	TX	8663544275	98398	70	cost
Ben	Dough	M	9/28/1940	IA	13197465137	22844	80	cost
Ashleigh	Do	F	7/7/1930	VT	4723734671	42514	91	cost
Alex	Sourdough	F	11/9/1927	VT	8236146039	89766	93	cost
Ashleigh	Crisp	F	12/12/1929	VT	8192264536	68212	91	cost
Todd	Doe	M	9/19/2010	TX	8191957043	12600	10	cost
Todd	Sourdough	M	12/21/1974	TX	8923914344	97128	46	cost
Alex	Doughnut	M	5/23/1980	IA	5015337080	88319	41	cost
Ashleigh	Curler	F	12/11/1912	CA	2697487131	94887	108	cost
Lisa	Sourdough	F	10/22/1927	IA	16624242160	59820	93	cost
Alex	Sourdough	M	2/22/1972	TX	4104635223	55983	49	cost
Todd	Doe	M	8/5/1954	VT	5301566368	37602	66	cost
Jim	Curler	M	12/23/1977	IA	5561712097	37456	43	cost
Jim	Curler	M	7/6/2008	IA	14067357985	90530	13	cost
Thomas	Doe	M	4/30/1913	TX	6885071834	42353	108	cost
Lisa	Crisp	F	5/1/2025	IA	1856986072	55746	-4	cost
Ashleigh	Do	F	3/15/2010	TX	2032096866	77336	11	cost
Carman	Doughnut	F	12/16/1957	CA	2174203398	6166	63	cost
Thomas	Do	M	8/23/1982	VT	4763305070	8820	38	cost
Carman	Doughnut	F	1/7/1968	IA	2497462371	61916	53	cost
Alex	Sourdough	M	6/22/1938	VT	13775573351	40368	83	cost
Ben	Curler	M	3/18/1962	IA	12361335047	4814	59	cost
Lisa	Doughnut	F	3/9/2029	VT	11056956732	74410	-8	cost
Todd	Curler	M	9/3/1988	TX	6197422280	6629	32	cost
Ashleigh	Doughnut	F	12/21/1948	TX	5807464639	70232	72	cost
Asheley	Do	F	7/17/2025	TX	16434808841	69677	-4	cost
Ben	Fryer	M	8/22/1911	VT	7076515491	5133	109	cost
Asheley	Do	F	4/17/2014	CA	8075248962	5742	7	cost
Lisa	Doughnut	F	9/6/1970	TX	17851118321	25951	50	cost
Alex	Doughnut	M	3/13/2005	VT	11483413291	75377	16	cost
Thomas	Doughnut	M	11/15/2025	VT	2371087122	91825	-5	cost
Lisa	Do	F	11/20/1913	VT	15985141531	56948	107	cost
Asheley	Curler	F	4/30/1913	TX	4452567785	73605	108	cost
Alex	Fryer	M	4/13/1941	VT	13293416472	3009	80	cost
Jim	Doe	M	6/23/2000	VT	4048568763	71539	21	cost
John	Dough	M	1/29/2029	TX	17085865147	48530	-8	cost
Jim	Fryer	M	8/7/1932	IA	1873756164	95641	88	cost
Alex	Dough	M	9/1/1957	CA	2612711777	53002	63	cost
Alex	Do	M	2/1/1916	IA	17592765797	17411	105	cost
John	Doughnut	M	9/24/1946	IA	7136062841	43248	74	cost
Alex	Dough	F	11/5/1943	IA	2945553768	23476	77	cost
Thomas	Dough	M	6/1/2003	TX	6487251063	29990	18	cost
Asheley	Sourdough	F	2/11/1944	CA	12532907717	18130	77	cost
Jim	Doe	M	6/18/1991	TX	1367673632	90065	30	cost
John	Doughnut	M	2/5/1972	TX	6302987820	35347	49	cost
John	Doughnut	M	1/17/1977	CA	4481168798	22907	44	cost
Lisa	Do	F	1/17/1982	IA	3593035767	47942	39	cost
Jim	Curler	M	3/3/2008	CA	2853136970	11405	13	cost
Thomas	Doughnut	M	8/19/1990	CA	1432793493	38109	30	cost
Ben	Do	M	3/13/1984	VT	5112751326	43046	37	cost
Carman	Dough	F	7/10/2025	CA	8445922977	63419	-4	cost
Ashleigh	Crisp	F	6/15/1945	IA	8287733575	76431	76	cost
Lisa	Fryer	F	1/1/1953	CA	11102522334	91835	68	cost
Todd	Doe	M	8/2/1988	CA	11583185961	47916	32	cost
Alex	Fryer	M	9/5/1936	TX	3222424834	87741	84	cost
Lisa	Do	F	2/8/1988	IA	6908851530	73912	33	cost
Ashleigh	Doughnut	F	12/20/1963	IA	3013603906	13275	57	cost
Alex	Dough	M	5/18/1961	TX	8788642024	25699	60	cost
Lisa	Curler	F	11/24/2009	IA	3964361485	96534	11	cost
Todd	Curler	M	9/21/1912	TX	5786592214	74299	108	cost
Ashleigh	Dough	F	4/4/1992	CA	7583893431	43555	29	cost
Ben	Doe	M	1/1/1927	TX	2053463058	59220	94	cost
Alex	Crisp	F	3/3/1962	TX	7636598771	25657	59	cost
Lisa	Doe	F	12/15/1997	TX	7584123279	63071	23	cost
Asheley	Curler	F	9/10/1977	IA	6335385520	59836	43	cost
Alex	Dough	M	2/5/1941	TX	4902297585	70294	80	cost
Carman	Fryer	F	12/20/1952	VT	6282483842	25165	68	cost
Todd	Sourdough	M	11/9/1966	TX	4137374596	68319	54	cost
Jim	Doe	M	12/5/1964	IA	8021591218	3813	56	cost
Alex	Doe	M	4/27/1987	IA	7391951007	86579	34	cost
John	Crisp	M	10/13/2016	CA	5353332380	55421	4	cost
Alex	Doe	M	9/18/1924	VT	11872773815	92409	96	cost
Alex	Doe	F	8/6/2026	TX	2956952641	23115	-6	cost
Todd	Fryer	M	8/18/2016	TX	3201354703	78804	4	cost
Asheley	Crisp	F	11/9/1931	TX	1354051207	41688	89	cost
Ashleigh	Doughnut	F	2/23/1958	CA	3273908062	6233	63	cost
Ashleigh	Crisp	F	9/21/1957	CA	1462692898	76042	63	cost
Jim	Sourdough	M	12/13/1963	CA	1676843756	30952	57	cost
Alex	Curler	F	8/7/1952	IA	6793127850	86718	68	cost
Alex	Sourdough	M	11/26/2013	VT	5863776968	57095	7	cost
Asheley	Curler	F	7/19/2026	IA	5015836469	84182	-5	cost
Jim	Sourdough	M	9/24/1933	IA	5504005385	3073	87	cost
Lisa	Crisp	F	1/18/2014	CA	17972851784	35274	7	cost
John	Curler	M	5/21/1967	IA	5641485711	98422	54	cost
Asheley	Fryer	F	12/21/2000	VT	3911656601	90805	20	cost
Alex	Do	F	3/29/1944	TX	8283861435	58613	77	cost
Jim	Doe	M	1/11/1997	CA	2254488627	94257	24	cost
Asheley	Doughnut	F	9/19/1922	IA	7357317213	89633	98	cost
Carman	Fryer	F	10/26/1913	TX	5746612688	10533	107	cost
Ashleigh	Doe	F	10/21/1942	IA	11335824320	37371	78	cost
Asheley	Doe	F	9/13/1936	CA	3317552071	88024	84	cost
Carman	Dough	F	3/14/1992	VT	6987645171	92482	29	cost
Thomas	Doe	M	12/12/1994	IA	4155114887	63057	26	cost
Alex	Fryer	F	4/23/1981	IA	7525672587	23642	40	cost
Thomas	Curler	M	7/7/2010	TX	4761401639	95972	11	cost
Asheley	Crisp	F	6/20/1930	IA	13471425387	62381	91	cost
Asheley	Do	F	3/3/2002	IA	2312547609	48477	19	cost
Lisa	Dough	F	9/18/1917	TX	6632207746	13573	103	cost
Thomas	Crisp	M	7/11/1931	VT	5518691752	92929	90	cost
Ashleigh	Dough	F	9/16/1942	CA	17618215044	71459	78	cost
Ashleigh	Do	F	12/9/1914	IA	7378232620	49433	106	cost
Alex	Do	F	7/3/1953	TX	4915873331	1086	68	cost
Lisa	Crisp	F	3/27/2022	VT	16997523093	83796	-1	cost
Lisa	Doughnut	F	6/26/1956	VT	5915906898	98121	65	cost
Todd	Dough	M	1/7/1913	VT	4934563879	95732	108	cost
Thomas	Curler	M	3/31/1914	TX	13028694952	54434	107	cost
Thomas	Fryer	M	6/2/1999	IA	1188748862	18335	22	cost
Jim	Fryer	M	5/14/2012	IA	5867446082	91606	9	cost
Alex	Curler	M	10/11/2023	VT	15541046091	27990	-3	cost
Asheley	Dough	F	11/13/1914	CA	2701105355	83092	106	cost
Asheley	Doe	F	1/10/2019	TX	15781868587	63579	2	cost
Ben	Crisp	M	11/16/1915	VT	16623434914	94197	105	cost
Todd	Curler	M	12/20/1953	CA	4685687460	75953	67	cost
Asheley	Sourdough	F	4/14/1923	VT	6103705742	61726	98	cost
Thomas	Dough	M	7/20/1986	TX	3665212219	23033	35	cost
Asheley	Crisp	F	11/26/2025	VT	4942222617	60645	-5	cost
Carman	Fryer	F	7/18/1992	TX	4896371177	83307	29	cost
Jim	Doe	M	7/13/1997	VT	5377272932	69485	24	cost
Ben	Doughnut	M	12/29/1965	IA	1963726169	92198	55	cost
Carman	Doe	F	7/26/1965	TX	6041071961	3843	55	cost
Thomas	Dough	M	11/11/1914	CA	14384121870	87427	106	cost
Alex	Crisp	F	2/9/1964	IA	4997382319	81938	57	cost
Ashleigh	Crisp	F	8/1/1948	TX	2398075503	74003	72	cost
Lisa	Dough	F	3/23/1932	TX	14506602085	86769	89	cost
Alex	Doe	M	12/27/1955	VT	2341934136	13710	65	cost
Lisa	Curler	F	5/28/1980	CA	8891762629	38781	41	cost
Lisa	Curler	F	6/19/1955	VT	6821062051	10562	66	cost
Thomas	Doughnut	M	8/13/1991	TX	1917101155	70541	29	cost
Alex	Doe	M	10/29/2013	CA	18562166501	55688	7	cost
John	Doughnut	M	7/2/1998	VT	7385646083	67346	23	cost
John	Curler	M	7/19/1961	TX	18315738758	6988	60	cost
Jim	Doughnut	M	3/1/1988	CA	6407098935	11270	33	cost
Alex	Fryer	F	8/17/1923	VT	4428823733	97577	97	cost
Jim	Do	M	2/9/2023	CA	4403324786	27444	-2	cost
Todd	Sourdough	M	5/23/1949	CA	11436995408	82696	72	cost
Alex	Doe	M	9/23/1929	VT	18208565844	27451	91	cost
Jim	Doughnut	M	8/26/2027	CA	14292095581	93958	-7	cost
Jim	Curler	M	6/29/1979	VT	6143425299	53184	42	cost
Jim	Doughnut	M	7/20/1984	IA	5018952353	54919	37	cost
John	Doe	M	12/13/1942	TX	8375591607	71265	78	cost
Lisa	Sourdough	F	12/11/1985	CA	6587581627	97690	35	cost
Jim	Doe	M	5/24/2001	CA	1654132596	21554	20	cost
Carman	Crisp	F	8/5/1929	CA	8904207937	37414	91	cost
Ben	Doe	M	11/11/2006	TX	2885861369	70993	14	cost
John	Curler	M	9/25/2015	IA	15523233076	90769	5	cost
Jim	Fryer	M	5/26/2016	TX	5421116226	86759	5	cost
John	Crisp	M	2/23/1974	TX	8502112579	58323	47	cost
Ashleigh	Fryer	F	8/16/1965	VT	8944452722	17424	55	cost
John	Doe	M	1/18/1975	TX	16631847438	85878	46	cost
Ashleigh	Doe	F	5/5/1952	CA	2774773158	28793	69	cost
Alex	Doe	F	10/18/1963	IA	2031176684	19270	57	cost
Alex	Sourdough	M	12/14/1970	IA	8351651000	57834	50	cost
John	Do	M	9/29/1977	TX	8445717634	72592	43	cost
Lisa	Dough	F	1/9/1987	CA	8887658221	4844	34	cost
Carman	Curler	F	12/7/1935	VT	7175924435	25307	85	cost
Lisa	Curler	F	6/27/2029	TX	5554316960	38063	-8	cost
Carman	Doughnut	F	9/24/2011	TX	14698573357	4915	9	cost
Jim	Dough	M	11/23/1955	VT	3788458153	36139	65	cost
Ashleigh	Crisp	F	8/13/1994	TX	17407613739	26564	26	cost
Thomas	Doughnut	M	1/29/1949	IA	5342146133	93180	72	cost
Thomas	Crisp	M	1/29/1955	IA	7634532548	32750	66	cost
Jim	Dough	M	2/16/1951	VT	8762608000	87979	70	cost
Alex	Curler	F	1/1/1960	VT	3482321304	52079	61	cost
Alex	Dough	F	7/6/1923	CA	1343053292	56754	98	cost
Lisa	Fryer	F	1/5/1980	TX	2632791483	99749	41	cost
Asheley	Dough	F	10/20/1913	VT	2115686108	3419	107	cost
Alex	Doe	F	6/16/2024	TX	5333781781	44823	-3	cost
Lisa	Crisp	F	8/19/1994	IA	7424952326	65738	26	cost
Ashleigh	Doe	F	9/2/2015	CA	8547977790	81171	5	cost
Carman	Dough	F	11/8/1978	TX	4806057325	84040	42	cost
Thomas	Fryer	M	11/29/1989	TX	6945794335	13838	31	cost
Alex	Sourdough	M	2/11/2017	TX	17658851577	72361	4	cost
Alex	Do	M	6/29/1969	VT	11256772784	44176	52	cost
Thomas	Doughnut	M	4/11/1993	VT	2753111132	89147	28	cost
Ben	Do	M	2/21/2005	CA	2837971891	75677	16	cost
Alex	Dough	M	1/22/1984	IA	12917218787	39915	37	cost
John	Doughnut	M	3/13/1928	IA	2363834789	7397	93	cost
Jim	Fryer	M	7/20/1987	TX	2666307739	67559	34	cost
Jim	Fryer	M	7/7/1958	VT	12815598699	5064	63	cost
Asheley	Do	F	12/4/1952	IA	16138702297	34202	68	cost
Jim	Fryer	M	5/7/1982	TX	2858207727	70670	39	cost
Carman	Doughnut	F	4/20/1988	IA	2812377170	8365	33	cost
John	Doughnut	M	5/8/1978	TX	1223344905	55053	43	cost
Todd	Fryer	M	8/18/2003	VT	1178336315	18106	17	cost
Jim	Do	M	11/7/1950	VT	6655637388	12272	70	cost
Todd	Fryer	M	9/25/2015	IA	3348881132	48589	5	cost
Carman	Crisp	F	10/20/1955	VT	5077464041	40597	65	cost
John	Do	M	7/1/1992	CA	13617556629	27921	29	cost
Ashleigh	Crisp	F	12/17/2000	VT	13507497404	9680	20	cost
Alex	Doe	F	8/4/1954	IA	16895164107	92833	66	cost
Alex	Crisp	F	7/18/2025	TX	8487366786	75741	-4	cost
Carman	Do	F	4/26/2008	TX	5433693144	68058	13	cost
Ashleigh	Curler	F	9/19/1983	CA	4838738699	50647	37	cost
Todd	Do	M	11/1/2014	IA	8341003564	6298	6	cost
Thomas	Doughnut	M	7/12/1935	TX	6786893321	20667	86	cost
Ben	Doughnut	M	12/13/1914	CA	5871077028	20948	106	cost
Alex	Sourdough	F	6/1/1914	TX	14153456056	70934	107	cost
Asheley	Curler	F	12/11/1986	CA	8495081523	74731	34	cost
Alex	Crisp	M	8/16/1967	VT	5333443734	12745	53	cost
Lisa	Curler	F	12/22/1957	CA	5694377645	61789	63	cost
John	Dough	M	11/10/1912	TX	7378946368	43325	108	cost
Todd	Fryer	M	1/10/1961	IA	2337605488	19283	60	cost
Jim	Do	M	9/12/2010	IA	5513513658	36305	10	cost
Ashleigh	Doughnut	F	6/7/1953	VT	3142413556	77015	68	cost
Alex	Crisp	M	12/9/1979	CA	8415011429	86492	41	cost
John	Doughnut	M	9/21/1989	VT	7555005039	69931	31	cost
Carman	Doughnut	F	3/8/1979	VT	7306105451	65607	42	cost
John	Dough	M	3/23/1966	CA	6147766516	38935	55	cost
John	Crisp	M	9/12/2006	IA	6767763427	88598	14	cost
Alex	Sourdough	F	12/25/2025	VT	15541558767	2685	-5	cost
Todd	Do	M	6/14/1953	CA	12497502068	21197	68	cost
John	Doughnut	M	10/2/1996	CA	7382722995	84799	24	cost
Alex	Doughnut	F	10/30/1975	IA	2124518219	34796	45	cost
John	Doe	M	2/22/1977	VT	4336743296	77089	44	cost
Asheley	Do	F	11/13/2011	CA	1492334429	89347	9	cost
John	Curler	M	2/27/1933	CA	5677862925	11547	88	cost
Todd	Do	M	1/30/2010	VT	16102187626	21621	11	cost
Alex	Crisp	F	4/15/2019	VT	8711192419	19988	2	cost
Ben	Doughnut	M	9/27/1968	CA	4476432380	17669	52	cost
Carman	Crisp	F	5/25/1995	TX	15863775120	10682	26	cost
Asheley	Sourdough	F	6/30/2023	VT	2845942222	76089	-2	cost
Asheley	Doe	F	6/6/1921	TX	16685307471	59329	100	cost
John	Curler	M	7/3/1979	CA	6516214990	21254	42	cost
Carman	Do	F	7/28/2020	TX	4974422002	6271	0	cost
Alex	Curler	M	4/9/1913	TX	1415188145	78010	108	cost
Carman	Fryer	F	8/4/1994	VT	2492828288	51282	26	cost
Ben	Doughnut	M	5/17/2000	VT	3781705881	81358	21	cost
Todd	Curler	M	11/10/1918	TX	6204055716	51929	102	cost
Thomas	Dough	M	3/19/2029	CA	14941342457	52736	-8	cost
Todd	Fryer	M	9/6/1943	TX	13714798883	33490	77	cost
Carman	Dough	F	12/21/2003	VT	5183761843	56412	17	cost
Jim	Do	M	4/23/1937	CA	8172812447	96445	84	cost
Ben	Crisp	M	7/29/1923	VT	2368427891	51186	97	cost
Carman	Do	F	9/21/2024	VT	3655372864	60791	-4	cost
Alex	Doughnut	M	7/6/2005	VT	5083833265	77425	16	cost
Ben	Doughnut	M	7/27/2023	TX	2977297576	22881	-3	cost
Alex	Fryer	M	12/25/2030	IA	8533733514	29095	-10	cost
John	Crisp	M	5/4/1940	VT	4874824931	63598	81	cost
Alex	Do	F	5/13/1959	CA	5233473660	56607	62	cost
Jim	Doughnut	M	9/4/1927	IA	6561583721	89359	93	cost
Alex	Sourdough	M	3/1/1951	TX	7825402662	40045	70	cost
Lisa	Do	F	11/7/1971	CA	8136214141	65951	49	cost
Alex	Doughnut	M	2/13/2024	TX	13113133988	3200	-3	cost
Todd	Fryer	M	10/15/1960	VT	17616681898	73936	60	cost
Ashleigh	Dough	F	8/27/1987	VT	8285497651	5593	33	cost
Ben	Fryer	M	9/23/1953	VT	2482143544	63968	67	cost
Carman	Do	F	9/11/1985	CA	2696228052	11366	35	cost
John	Crisp	M	6/19/2015	IA	5392837502	18747	6	cost
Ashleigh	Dough	F	4/27/1913	TX	4897905501	87775	108	cost
John	Doughnut	M	2/25/1925	IA	13588056501	34590	96	cost
John	Doe	M	8/29/1928	IA	2202661989	51810	92	cost
Ben	Dough	M	12/4/1996	VT	6171171184	87973	24	cost
Lisa	Curler	F	2/17/1981	IA	2498487718	67888	40	cost
Carman	Curler	F	10/26/2012	TX	1182151125	53003	8	cost
Alex	Doe	M	11/27/1977	IA	2646112389	77029	43	cost
Carman	Curler	F	5/29/1932	TX	2361045406	76524	89	cost
Todd	Sourdough	M	12/26/1988	TX	5246832099	89695	32	cost
Carman	Curler	F	11/12/1968	VT	5461027890	56128	52	cost
Ben	Dough	M	12/17/1978	TX	6144093178	53029	42	cost
Carman	Fryer	F	9/30/1978	VT	6948877677	37444	42	cost
Todd	Curler	M	10/19/1969	CA	5414858476	93608	51	cost
Alex	Doe	M	5/13/1957	TX	16201242718	9784	64	cost
Jim	Doe	M	11/11/1932	TX	5571737632	51420	88	cost
Alex	Dough	F	1/13/1970	VT	7888648322	92729	51	cost
Carman	Dough	F	6/16/1992	IA	8741595483	47496	29	cost
Thomas	Curler	M	1/28/1988	CA	15964805665	95432	33	cost
Alex	Dough	F	12/6/2010	VT	4075022536	32993	10	cost
Carman	Dough	F	6/24/1972	IA	8831866274	76532	49	cost
John	Sourdough	M	12/2/2022	IA	3534992373	62736	-2	cost
Lisa	Fryer	F	4/1/1980	CA	3146104248	80415	41	cost
Carman	Dough	F	9/24/2013	CA	2463833999	91508	7	cost
Jim	Do	M	8/25/1942	CA	14184115983	31697	78	cost
Ben	Doughnut	M	6/17/1948	VT	6921326569	64489	73	cost
Lisa	Dough	F	5/16/1992	IA	2312388062	34980	29	cost
Asheley	Doughnut	F	9/3/1961	IA	1295447550	79463	59	cost
Todd	Sourdough	M	6/20/2001	CA	17396556372	69806	20	cost
Asheley	Doe	F	1/11/1989	VT	4117162673	31350	32	cost
Asheley	Dough	F	7/11/1997	VT	8788294008	42273	24	cost
Todd	Crisp	M	5/12/2030	TX	2495777661	24443	-9	cost
Lisa	Curler	F	9/25/1949	VT	3077652473	96933	71	cost
Alex	Doughnut	M	4/1/1961	CA	12993676243	36681	60	cost
Asheley	Sourdough	F	5/6/1964	TX	6741508372	27844	57	cost
Asheley	Do	F	12/8/1988	TX	13503158562	36455	32	cost
John	Doughnut	M	6/22/2025	CA	1721853576	45396	-4	cost
Jim	Curler	M	8/14/1974	CA	2512392962	35120	46	cost
Alex	Crisp	F	2/2/2023	VT	7804511177	25795	-2	cost
Todd	Curler	M	3/3/2029	VT	13792537746	32674	-8	cost
Alex	Fryer	M	9/11/2026	VT	1186123055	44152	-6	cost
John	Doe	M	10/25/2003	VT	3733524588	54904	17	cost
Thomas	Dough	M	9/6/2021	VT	6447475603	43072	-1	cost
Ashleigh	Fryer	F	12/12/1930	TX	1256382860	70227	90	cost
Alex	Doe	M	6/10/1931	VT	15838943352	23799	90	cost
Ben	Crisp	M	12/31/2018	TX	14977325762	40798	2	cost
John	Doughnut	M	12/2/1930	CA	1847284762	43915	90	cost
Jim	Fryer	M	12/3/1962	IA	4678225643	44746	58	cost
Asheley	Crisp	F	11/4/1958	CA	7168086731	66255	62	cost
Asheley	Fryer	F	10/14/1980	IA	8728805061	94453	40	cost
Asheley	Crisp	F	11/10/2011	IA	17457211488	55328	9	cost
Alex	Sourdough	F	2/27/1964	TX	4875432499	19635	57	cost
Jim	Doe	M	3/2/2015	IA	2972368872	33051	6	cost
Lisa	Doughnut	F	5/8/2005	CA	8195142735	65207	16	cost
John	Sourdough	M	5/9/1916	IA	5338186896	11400	105	cost
Ben	Curler	M	3/11/1960	IA	6664242405	52199	61	cost
Todd	Do	M	12/10/1994	TX	18544014104	95090	26	cost
Jim	Do	M	2/13/1960	IA	7913715019	80422	61	cost
Alex	Do	M	11/16/1930	VT	2165228093	99495	90	cost
Alex	Dough	M	7/5/2023	TX	8026226768	45800	-2	cost
Todd	Doe	M	7/29/1941	VT	5326194718	76688	79	cost
Thomas	Doe	M	1/13/2014	IA	2147873336	96374	7	cost
Lisa	Fryer	F	8/18/1938	VT	4232817823	99716	82	cost
Alex	Sourdough	F	7/10/1946	IA	8211004780	30155	75	cost
Asheley	Curler	F	8/19/1995	TX	11316372194	73958	25	cost
Alex	Fryer	F	8/7/1993	TX	3602631852	48739	27	cost
Thomas	Sourdough	M	1/7/1918	CA	11937225029	45449	103	cost
Lisa	Doe	F	4/11/2000	IA	6696386268	11517	21	cost
Lisa	Doughnut	F	5/7/1919	VT	15417263007	61574	102	cost
Carman	Doe	F	2/20/2009	CA	4926473537	21070	12	cost
Ben	Doe	M	9/18/1937	CA	5508573626	81309	83	cost
Lisa	Dough	F	10/22/1981	TX	4623394953	78747	39	cost
